P0_id',P1_a_Idade',P1_a_1_Faixa_idade',P1_b_Genero',P1_c_Cor/raca/etnia',P1_d_PCD',P1_e_experiencia_profissional_prejudicada',P1_e_1_Não_acredito_que_minha_experiência_profissional_seja_afetada',P1_e_2_Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia',P1_e_3_Experiencia_prejudicada_devido_a_minha_identidade_de_gênero',P1_e_4_Experiencia_prejudicada_devido_ao_fato_de_ser_PCD',P1_f_aspectos_prejudicados',P1_f_1_Quantidade_de_oportunidades_de_emprego/vagas_recebidas',P1_f_2_Senioridade_das_vagas_recebidas_em_relação_à_sua_experiência',P1_f_3_Aprovação_em_processos_seletivos/entrevistas',P1_f_4_Oportunidades_de_progressão_de_carreira',P1_f_5_Velocidade_de_progressão_de_carreira',P1_f_6_Nível_de_cobrança_no_trabalho/Stress_no_trabalho',P1_f_7_Atenção_dada_diante_das_minhas_opiniões_e_ideias',"P1_f_8_Relação_com_outros_membros_da_empresa,_em_momentos_de_trabalho'","P1_f_9_Relação_com_outros_membros_da_empresa,_em_momentos_de_integração_e_outros_momentos_fora_do_trabalho'",P1_g_vive_no_brasil',P1_i_Estado_onde_mora',P1_i_1_uf_onde_mora',P1_i_2_Regiao_onde_mora',P1_j_Mudou_de_Estado?',P1_k_Regiao_de_origem',P1_l_Nivel_de_Ensino',P1_m_Área_de_Formação'
ss7v07s6q6qfycss7vx4w200ok8ydo8t,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ss95hman5j40qkdhv3amss95mqmkmb1l,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ssf52ughzdnfagkz9vk5issf52uraolw,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sshz56r5uk91yefsshzky83q2wwduynm,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ssx0vbdqj6j5snssx016gkq89at2y216,31,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
st4ev9k70appca53st4ev9k0mbq1tzr4,36,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,Santa Catarina (SC),SC,Sul,0.0,Rio Grande do Sul (RS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
stq5ejdfdwgoxh1fobnstq5kuing7nnv,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
su7mxu0xl3ortuqfsu7mxuxtpy3z25k6,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Goiás (GO),Graduação/Bacharelado,Outras Engenharias
suezdg51vsdxfspvsuezdt78i29sgnwx,34,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,Pernambuco (PE),PE,Nordeste,1.0,,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
suxr8309vymb61xj5i0j3suxr83btlef,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sv7fpcq7tr8moig8ug32bsv7fpcq7l35,39,35-39,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de trabalho, Velocidade de progressão de carreira",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,Distrito Federal (DF),DF,Centro-oeste,0.0,Nasci/me formei fora do Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
svif3z1k8057nrwco7svif3zc2rxggkv,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
svs89ypa2tha3gec930yrsvs89ypud15,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
sw1tku4ysdv4w5du3sw1tku53nczs0pm,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sw66pftl6z1ckcdosw66pfdmk348cv1l,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Outra opção
swpky5pfmep7xg0swpky7qjqdmxxviwu,45,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
swqaxs9i6jiaqv0swqaac3wd17fi0agc,32,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
swvg74whsoz3we89toutswvg7mfq5bot,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio Grande do Norte (RN),RN,Nordeste,0.0,Acre (AC),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
swzdqc0g19yk3j4iizmscswzdqc0uxaj,29,25-29,Feminino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
swzkd5q5z1nubmswca56xm9fmnp0lsaz,29,25-29,Outro,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Nível de cobrança no trabalho / Stress no trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
sx1gy3k2jpj8fpevojsx102ug7zy1xy0,26,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sx9zotjypqr07k4xefbsx9zotji3p3da,26,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sxjlvjptb80sb39lxk0sxjlvy8dae2uo,25,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Outras Engenharias
sxnvffyetiv4joxqmxksxnvffcgp0ir0,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
sxqktrxq88wd9k1v8vy9sxqktrkcoq7j,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sygxde1h2sp2kytpsygxyxmouiradukb,23,22-24,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Oportunidades de progressão de carreira",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
syu8sq4uo313k1s87wsyu8sqlk1c7j1i,47,45-49,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,0,,,,,,Pós-graduação,Outras Engenharias
sz28sofk1itby06j3sz28sofnz7qjmiz,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szf75d7c6ktkdpmxszf75bouz13zlnn4,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szf7dul1onr1m15xszf7d3z69r47uy3j,56,55+,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Rio Grande do Sul (RS),Mestrado,Outras Engenharias
szhb890j74ym52tuithszhb8980v3cnu,29,25-29,Masculino,Outra,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
szjd3rozl66s6pk42szu7tdxt7t8lwwv,27,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szkm1xsz1capwcxw6i9tszkm1xl24pbc,39,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
szwf3cgv8h2v7g0kb3288iszwf3cg3yw,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t00iwgfr1k4jf960s3nt00ieh1supww4,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
t049a8zjsz2stxjr6yt049a8d9o0ctul,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Ceará (CE),Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t0q3s5i55n8jp5wxt0q3uilblznx03ui,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
t0s9tubqv8fg29frnpt0s9th9at4mg98,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t0yj5wtcdew47yeiiafhjt0yj5wtwnd7,26,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t0zynhb84x5oqc9ik8iyt0zygzoefx8n,44,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t130yagz8k9s7lctpt13070u67di5z3a,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t1j1nf6xs3fqy34t1j1no7lz5hhhmx6n,40,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,0.0,Piauí (PI),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t20di5l99s2mvm1571t208ctq7eebhjj,36,35-39,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t28av1plw13eyopa077c4kpt28av7kcc,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,0.0,Sergipe (SE),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t2dx7jt3xz0qa0s6kt2dx7jimd6kxwdv,31,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
t2hxmhpt2m82m9gdkt2hx8282ldqx7yx,23,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2itihhxz6icqt2oxks4l84x5o66ikpx,21,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2mvw3983m8tvlq9pt2mvwosxnz24fwq,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outra opção
t2p8gh69asfvut2p8bdxsqoh3w5ds5d0,51,50-54,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2wijfbz52f43pk420cct2wijfbz0xwb,30,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2ydwnuqcj97tg5oqt2yd3cecoah985j,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t3wztqgefukxgmdt3wo6ugqs9iplvbe7,27,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t415ssl92uvdt41v4drli9r4fbxrr4pw,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,0.0,Tocantins (TO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t44gnbfx7dbmcjwbnbwdet44gnbmmihd,25,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Mato Grosso (MT),MT,Centro-oeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t4jz7bddd9oasz9h8g5jt4jz7onvowhf,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraíba (PB),PB,Nordeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t4l2lxtfr2sa3994lhpt4l2lxtf9it5h,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t4lwywp30fx524fethvkt4lwyzjp78xn,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
t583y0nkhipl7ooj56wpt583y0uc4omt,24,22-24,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t5cu0zv5laub2hvtzat5cu0nfnzpjwf4,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t5dbsdws0lvrvobj3l0tt5dbsm568zpw,41,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t5jd69pzbkgjbeh6t5jd6m9exmsu26o9,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
t6oiy76y7tazmrout6oiy1iqor3cln6p,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t72z44dgiqa880o1wmt72z4ge9iyxm5g,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
t7305k8cjpbvcfxjolt7305kgl47znw2,23,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t77gnad87p6jwvf9st77gnaw1xl3m54g,26,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,Bahia (BA),BA,Nordeste,1.0,,Graduação/Bacharelado,Outras Engenharias
t7e2f0vyionrylxt7e6zn3g7zkt6xusw,41,40-44,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Oportunidades de progressão de carreira",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t7u12u5ptby8ucbdt7u93tp5rrtl7637,46,45-49,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Não tenho graduação formal,
t7vi14u346e8mv14qmvt7vi14ovp9lq0,25,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
t89qxug14dbfm4pt89qxugdhjag0npv5,35,35-39,Feminino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Outras Engenharias
